ixdat version = 0.2.1dev
name = 2021-11-11 08_56_25 CO-strip.tsv
technique = MS
tstamp = 1636617385.0
backend_name = BackendBase(none, address=none)
id = 2
timecol 'M2-x' for: 'M2'
timecol 'M32-x' for: 'M32'
timecol 'M40-x' for: 'M40'
timecol 'time/s' for: 'Ewe/V' and 'cycle number' and 'I/mA'
timecol 'M44-x' for: 'M44'
timecol 'M4-x' for: 'M4'
timecol 'M18-x' for: 'M18'
timecol 'M28-x' for: 'M28'
aliases = {"t": ["time/s"], "raw_potential": ["Ewe/V", "<Ewe>/V"], "raw_current": ["I/mA", "<I>/mA"], "cycle": ["cycle number"]}
N_header_lines = 18

M2-x,	M2,	M32-x,	M32,	M40-x,	M40,	time/s,	Ewe/V,	cycle number,	M44-x,	M44,	M4-x,	M4,	M18-x,	M18,	M28-x,	M28,	I/mA
15452.58999991417,	2.83731e-10,	15452.329999923706,	2.235977e-10,	15452.400000095367,	1.97033e-12,	14084.47000002861,	0.05117227,	18.0,	15452.480000019073,	9.523222e-12,	15452.099999904633,	1.811295e-08,	15452.180000066757,	1.316528e-09,	15452.25,	1.015445e-10,	-9.592021e-05
15453.150000095367,	2.794137e-10,	15452.890000104904,	2.233682e-10,	15452.960000038147,	2.040806e-12,	14084.630000114441,	0.05113026,	18.0,	15453.039999961853,	9.572271e-12,	15452.670000076294,	1.814628e-08,	15452.740000009537,	1.312508e-09,	15452.819999933243,	1.014568e-10,	-9.096024e-05
15453.72000002861,	2.759683e-10,	15453.450000047684,	2.240388e-10,	15453.52999997139,	1.841342e-12,	14084.900000095367,	0.05111123,	18.0,	15453.599999904633,	9.727464e-12,	15453.230000019073,	1.815992e-08,	15453.299999952316,	1.316902e-09,	15453.380000114441,	1.016473e-10,	-5.524844e-05
15454.27999997139,	2.728026e-10,	15454.019999980927,	2.23358e-10,	15454.08999991417,	1.871269e-12,	14085.049999952316,	0.05111884,	18.0,	15454.16000008583,	9.599713e-12,	15453.789999961853,	1.819945e-08,	15453.869999885559,	1.31916e-09,	15453.94000005722,	1.021738e-10,	-0.0001329292
15454.83999991417,	2.677068e-10,	15454.579999923706,	2.23715e-10,	15454.650000095367,	1.93659e-12,	14085.210000038147,	0.05112265,	18.0,	15454.730000019073,	9.496701e-12,	15454.349999904633,	1.818108e-08,	15454.430000066757,	1.317521e-09,	15454.5,	1.013622e-10,	-0.0001203767
15455.400000095367,	2.673044e-10,	15455.140000104904,	2.243501e-10,	15455.22000002861,	2.202136e-12,	14085.369999885559,	0.05112645,	18.0,	15455.289999961853,	9.441676e-12,	15454.920000076294,	1.808299e-08,	15454.990000009537,	1.304508e-09,	15455.069999933243,	1.014738e-10,	-9.664513e-05
15455.97000002861,	2.635042e-10,	15455.700000047684,	2.239583e-10,	15455.77999997139,	1.965442e-12,	14085.490000009537,	0.05115705,	18.0,	15455.849999904633,	9.387279e-12,	15455.480000019073,	1.816856e-08,	15455.549999952316,	1.319618e-09,	15455.630000114441,	1.013447e-10,	-9.653067e-05
15456.52999997139,	2.618109e-10,	15456.269999980927,	2.239453e-10,	15456.33999991417,	2.009754e-12,	14085.670000076294,	0.05114556,	18.0,	15456.41000008583,	9.651439e-12,	15456.039999961853,	1.818403e-08,	15456.119999885559,	1.310071e-09,	15456.19000005722,	1.013977e-10,	-0.0001023682
15457.08999991417,	2.610884e-10,	15456.829999923706,	2.237927e-10,	15456.900000095367,	1.995495e-12,	14085.829999923706,	0.05113414,	18.0,	15456.980000019073,	9.474107e-12,	15456.599999904633,	1.817051e-08,	15456.680000066757,	1.315602e-09,	15456.75,	1.010535e-10,	-9.431775e-05
15457.66000008583,	2.600589e-10,	15457.390000104904,	2.226647e-10,	15457.47000002861,	1.963021e-12,	14085.990000009537,	0.05114936,	18.0,	15457.539999961853,	9.456084e-12,	15457.170000076294,	1.814171e-08,	15457.240000009537,	1.312039e-09,	15457.319999933243,	1.010467e-10,	-0.0001280837
15458.22000002861,	2.607499e-10,	15457.950000047684,	2.228235e-10,	15458.02999997139,	2.017855e-12,	14086.16000008583,	0.05119137,	18.0,	15458.099999904633,	9.410453e-12,	15457.730000019073,	1.816758e-08,	15457.799999952316,	1.31326e-09,	15457.880000114441,	1.010409e-10,	-0.0001064888
15458.77999997139,	2.589054e-10,	15458.519999980927,	2.239981e-10,	15458.58999991417,	2.032583e-12,	14086.359999895096,	0.05118376,	18.0,	15458.670000076294,	9.574577e-12,	15458.289999961853,	1.81894e-08,	15458.369999885559,	1.314044e-09,	15458.44000005722,	1.013559e-10,	-0.0001168284
15459.33999991417,	2.569235e-10,	15459.079999923706,	2.236517e-10,	15459.150000095367,	1.881128e-12,	14086.519999980927,	0.05121047,	18.0,	15459.230000019073,	9.349344e-12,	15458.859999895096,	1.813718e-08,	15458.930000066757,	1.31011e-09,	15459.0,	1.010564e-10,	-0.0001350658
15459.91000008583,	2.579801e-10,	15459.640000104904,	2.236452e-10,	15459.72000002861,	1.97363e-12,	14086.670000076294,	0.05111116,	18.0,	15459.789999961853,	9.570591e-12,	15459.420000076294,	1.815571e-08,	15459.490000009537,	1.314227e-09,	15459.569999933243,	1.014596e-10,	-0.0001330437
15460.47000002861,	2.559688e-10,	15460.210000038147,	2.231882e-10,	15460.27999997139,	2.177767e-12,	14086.83999991417,	0.05111504,	18.0,	15460.349999904633,	9.452288e-12,	15459.980000019073,	1.81168e-08,	15460.05999994278,	1.311239e-09,	15460.130000114441,	1.013257e-10,	-6.867852e-05
15461.02999997139,	2.573647e-10,	15460.769999980927,	2.238837e-10,	15460.83999991417,	1.972581e-12,	14087.0,	0.05113414,	18.0,	15460.920000076294,	9.6253e-12,	15460.539999961853,	1.814083e-08,	15460.619999885559,	1.308964e-09,	15460.69000005722,	1.016888e-10,	-0.0001127841
15461.58999991417,	2.574314e-10,	15461.329999923706,	2.230544e-10,	15461.400000095367,	1.96806e-12,	14087.16000008583,	0.05113414,	18.0,	15461.480000019073,	9.552394e-12,	15461.109999895096,	1.819045e-08,	15461.180000066757,	1.313235e-09,	15461.25,	1.019485e-10,	-8.577134e-05
15462.16000008583,	2.568114e-10,	15461.890000104904,	2.236363e-10,	15461.97000002861,	2.02665e-12,	14087.329999923706,	0.05120286,	18.0,	15462.039999961853,	9.469868e-12,	15461.670000076294,	1.81646e-08,	15461.740000009537,	1.310757e-09,	15461.819999933243,	1.019457e-10,	-8.119291e-05
15462.72000002861,	2.57417e-10,	15462.460000038147,	2.227507e-10,	15462.52999997139,	1.898798e-12,	14087.490000009537,	0.05117234,	18.0,	15462.599999904633,	9.630736e-12,	15462.230000019073,	1.812674e-08,	15462.30999994278,	1.315567e-09,	15462.380000114441,	1.013162e-10,	-0.0001192321
15463.27999997139,	2.557968e-10,	15463.019999980927,	2.226527e-10,	15463.08999991417,	1.952191e-12,	14087.80999994278,	0.05121055,	18.0,	15463.170000076294,	9.585138e-12,	15462.799999952316,	1.81456e-08,	15462.869999885559,	1.313769e-09,	15462.94000005722,	1.011076e-10,	-9.168516e-05
15463.849999904633,	2.5566e-10,	15463.579999923706,	2.226351e-10,	15463.650000095367,	1.949338e-12,	14087.980000019073,	0.05113026,	18.0,	15463.730000019073,	9.649256e-12,	15463.359999895096,	1.815217e-08,	15463.430000066757,	1.315668e-09,	15463.509999990463,	1.018127e-10,	-0.0001170573
15464.41000008583,	2.565589e-10,	15464.140000104904,	2.243262e-10,	15464.22000002861,	1.991203e-12,	14088.140000104904,	0.05113795,	18.0,	15464.289999961853,	9.656792e-12,	15463.920000076294,	1.815859e-08,	15463.990000009537,	1.313764e-09,	15464.069999933243,	1.011409e-10,	-0.0001346462
15464.97000002861,	2.5659e-10,	15464.710000038147,	2.241199e-10,	15464.77999997139,	2.140218e-12,	14088.299999952316,	0.05114175,	18.0,	15464.859999895096,	9.464644e-12,	15464.480000019073,	1.813495e-08,	15464.55999994278,	1.315312e-09,	15464.630000114441,	1.013892e-10,	-8.199413e-05
15465.52999997139,	2.55313e-10,	15465.269999980927,	2.226435e-10,	15465.33999991417,	2.060204e-12,	14088.450000047684,	0.05114556,	18.0,	15465.420000076294,	9.470553e-12,	15465.049999952316,	1.815205e-08,	15465.119999885559,	1.313249e-09,	15465.200000047684,	1.015496e-10,	-0.0001201096
15466.099999904633,	2.551801e-10,	15465.829999923706,	2.229116e-10,	15465.91000008583,	2.109478e-12,	14088.619999885559,	0.05114563,	18.0,	15465.980000019073,	9.465072e-12,	15465.609999895096,	1.814377e-08,	15465.680000066757,	1.310932e-09,	15465.759999990463,	1.011652e-10,	-6.303178e-05
15466.66000008583,	2.546861e-10,	15466.390000104904,	2.229986e-10,	15466.47000002861,	2.034393e-12,	14088.77999997139,	0.05112645,	18.0,	15466.539999961853,	9.485741e-12,	15466.170000076294,	1.815902e-08,	15466.240000009537,	1.313372e-09,	15466.319999933243,	1.015555e-10,	-0.0001046192
15467.22000002861,	2.548598e-10,	15466.960000038147,	2.221082e-10,	15467.02999997139,	2.071311e-12,	14089.009999990463,	0.05115705,	18.0,	15467.109999895096,	9.587352e-12,	15466.730000019073,	1.814571e-08,	15466.80999994278,	1.313758e-09,	15466.880000114441,	1.013364e-10,	-0.0001191176
15467.789999961853,	2.562213e-10,	15467.519999980927,	2.234e-10,	15467.58999991417,	2.111426e-12,	14089.200000047684,	0.05118376,	18.0,	15467.670000076294,	9.533384e-12,	15467.299999952316,	1.815519e-08,	15467.369999885559,	1.311787e-09,	15467.44000005722,	1.016821e-10,	-0.0001116777
15468.349999904633,	2.570759e-10,	15468.079999923706,	2.249723e-10,	15468.16000008583,	2.040107e-12,	14089.359999895096,	0.05119145,	18.0,	15468.230000019073,	9.618757e-12,	15467.859999895096,	1.815967e-08,	15467.930000066757,	1.314246e-09,	15468.009999990463,	1.016596e-10,	-0.0001227804
15468.91000008583,	2.557939e-10,	15468.650000095367,	2.224704e-10,	15468.72000002861,	1.967295e-12,	14089.509999990463,	0.05113406,	18.0,	15468.789999961853,	9.43972e-12,	15468.420000076294,	1.818898e-08,	15468.5,	1.308096e-09,	15468.569999933243,	1.014044e-10,	-0.0001111817
15469.47000002861,	2.551149e-10,	15469.210000038147,	2.229009e-10,	15469.27999997139,	2.093859e-12,	14089.670000076294,	0.05112265,	18.0,	15469.359999895096,	9.375021e-12,	15468.980000019073,	1.813486e-08,	15469.05999994278,	1.309766e-09,	15469.130000114441,	1.016377e-10,	-0.0001173244
15470.02999997139,	2.553525e-10,	15469.769999980927,	2.231875e-10,	15469.83999991417,	1.943975e-12,	14089.849999904633,	0.05112265,	18.0,	15469.920000076294,	9.461034e-12,	15469.549999952316,	1.813455e-08,	15469.619999885559,	1.31023e-09,	15469.700000047684,	1.017891e-10,	-0.0001306019
15470.599999904633,	2.556351e-10,	15470.329999923706,	2.235644e-10,	15470.41000008583,	2.278653e-12,	14090.019999980927,	0.05114936,	18.0,	15470.480000019073,	9.365968e-12,	15470.109999895096,	1.812139e-08,	15470.180000066757,	1.308981e-09,	15470.259999990463,	1.014796e-10,	-0.0001030168
15471.16000008583,	2.542311e-10,	15470.900000095367,	2.231264e-10,	15470.97000002861,	2.031834e-12,	14090.170000076294,	0.05112645,	18.0,	15471.049999952316,	9.357172e-12,	15470.670000076294,	1.817035e-08,	15470.75,	1.312437e-09,	15470.819999933243,	1.011397e-10,	-0.0001144629
15471.72000002861,	2.548432e-10,	15471.460000038147,	2.228787e-10,	15471.52999997139,	1.912296e-12,	14090.329999923706,	0.05117615,	18.0,	15471.609999895096,	9.488956e-12,	15471.240000009537,	1.811897e-08,	15471.30999994278,	1.313077e-09,	15471.380000114441,	1.019729e-10,	-0.0001029405
15472.289999961853,	2.554629e-10,	15472.019999980927,	2.226148e-10,	15472.099999904633,	2.019316e-12,	14090.55999994278,	0.05117607,	18.0,	15472.170000076294,	9.360642e-12,	15471.799999952316,	1.809808e-08,	15471.869999885559,	1.313585e-09,	15471.950000047684,	1.007205e-10,	-9.710297e-05
15472.849999904633,	2.556824e-10,	15472.579999923706,	2.224403e-10,	15472.66000008583,	2.034034e-12,	14090.72000002861,	0.05113414,	18.0,	15472.730000019073,	9.7202e-12,	15472.359999895096,	1.813602e-08,	15472.430000066757,	1.307812e-09,	15472.509999990463,	1.020642e-10,	-0.0001004605
15473.41000008583,	2.544714e-10,	15473.150000095367,	2.228785e-10,	15473.22000002861,	2.029536e-12,	14090.859999895096,	0.05118756,	18.0,	15473.299999952316,	9.44189e-12,	15472.920000076294,	1.816184e-08,	15473.0,	1.310901e-09,	15473.069999933243,	1.012677e-10,	-9.397437e-05
15473.97000002861,	2.539874e-10,	15473.710000038147,	2.237707e-10,	15473.77999997139,	2.124003e-12,	14091.049999952316,	0.05115705,	18.0,	15473.859999895096,	9.409177e-12,	15473.490000009537,	1.80902e-08,	15473.55999994278,	1.309326e-09,	15473.630000114441,	1.013466e-10,	-0.0001121355
15474.539999961853,	2.551792e-10,	15474.269999980927,	2.234832e-10,	15474.349999904633,	1.958953e-12,	14091.210000038147,	0.05111877,	18.0,	15474.420000076294,	9.394923e-12,	15474.049999952316,	1.813541e-08,	15474.119999885559,	1.308878e-09,	15474.200000047684,	1.007383e-10,	-9.500453e-05
15475.099999904633,	2.545319e-10,	15474.829999923706,	2.241183e-10,	15474.91000008583,	2.076353e-12,	14091.380000114441,	0.05115705,	18.0,	15474.980000019073,	9.409502e-12,	15474.609999895096,	1.817963e-08,	15474.69000005722,	1.318475e-09,	15474.759999990463,	1.017249e-10,	-9.630174e-05
15475.66000008583,	2.544841e-10,	15475.400000095367,	2.222809e-10,	15475.47000002861,	2.045112e-12,	14091.549999952316,	0.05112645,	18.0,	15475.549999952316,	9.599204e-12,	15475.170000076294,	1.814945e-08,	15475.25,	1.312063e-09,	15475.319999933243,	1.010455e-10,	-0.0001478473
15476.22000002861,	2.553441e-10,	15475.960000038147,	2.245671e-10,	15476.02999997139,	2.008056e-12,	14091.710000038147,	0.05113414,	18.0,	15476.109999895096,	9.388451e-12,	15475.740000009537,	1.814032e-08,	15475.80999994278,	1.312914e-09,	15475.890000104904,	1.012748e-10,	-0.0001296862
15476.789999961853,	2.551893e-10,	15476.519999980927,	2.232198e-10,	15476.599999904633,	1.973869e-12,	14091.880000114441,	0.05119145,	18.0,	15476.670000076294,	9.466081e-12,	15476.299999952316,	1.815033e-08,	15476.369999885559,	1.308932e-09,	15476.450000047684,	1.013713e-10,	-0.0001080149
15477.349999904633,	2.552366e-10,	15477.08999991417,	2.235043e-10,	15477.16000008583,	2.00369e-12,	14092.02999997139,	0.05113406,	18.0,	15477.230000019073,	9.453489e-12,	15476.859999895096,	1.817518e-08,	15476.94000005722,	1.313855e-09,	15477.009999990463,	1.023681e-10,	-0.0001009183
15477.91000008583,	2.546464e-10,	15477.650000095367,	2.222679e-10,	15477.72000002861,	2.004665e-12,	14092.22000002861,	0.05113034,	18.0,	15477.799999952316,	9.537619e-12,	15477.430000066757,	1.819457e-08,	15477.5,	1.320508e-09,	15477.569999933243,	1.016952e-10,	-0.0001274733
15478.480000019073,	2.547251e-10,	15478.210000038147,	2.233894e-10,	15478.289999961853,	2.106467e-12,	14092.380000114441,	0.05117615,	18.0,	15478.359999895096,	9.570717e-12,	15477.990000009537,	1.81995e-08,	15478.05999994278,	1.316114e-09,	15478.140000104904,	1.018174e-10,	-0.0001232001
15479.039999961853,	2.551233e-10,	15478.769999980927,	2.23836e-10,	15478.849999904633,	1.837618e-12,	14092.549999952316,	0.05120667,	18.0,	15478.920000076294,	9.569435e-12,	15478.549999952316,	1.819404e-08,	15478.630000114441,	1.317336e-09,	15478.700000047684,	1.01959e-10,	-8.989194e-05
15479.599999904633,	2.540626e-10,	15479.33999991417,	2.241066e-10,	15479.41000008583,	1.898445e-12,	14092.700000047684,	0.05112645,	18.0,	15479.490000009537,	9.483569e-12,	15479.109999895096,	1.817904e-08,	15479.19000005722,	1.31702e-09,	15479.259999990463,	1.014409e-10,	-0.0001061454
15480.16000008583,	2.54351e-10,	15479.900000095367,	2.230596e-10,	15479.97000002861,	1.912494e-12,	14092.859999895096,	0.05119525,	18.0,	15480.049999952316,	9.615786e-12,	15479.680000066757,	1.814913e-08,	15479.75,	1.312774e-09,	15479.819999933243,	1.019419e-10,	-0.0001032076
15480.730000019073,	2.538912e-10,	15480.460000038147,	2.217334e-10,	15480.539999961853,	2.155398e-12,	14093.009999990463,	0.05119145,	18.0,	15480.609999895096,	9.453201e-12,	15480.240000009537,	1.81396e-08,	15480.30999994278,	1.311009e-09,	15480.390000104904,	1.010103e-10,	-5.646935e-05
15481.289999961853,	2.549145e-10,	15481.019999980927,	2.226195e-10,	15481.099999904633,	1.981665e-12,	14093.299999952316,	0.05115324,	18.0,	15481.170000076294,	9.429139e-12,	15480.799999952316,	1.812227e-08,	15480.880000114441,	1.309469e-09,	15480.950000047684,	1.010386e-10,	-0.0001210635
15481.849999904633,	2.539722e-10,	15481.58999991417,	2.227568e-10,	15481.66000008583,	1.890709e-12,	14093.47000002861,	0.05110735,	18.0,	15481.740000009537,	9.445395e-12,	15481.359999895096,	1.81814e-08,	15481.44000005722,	1.316941e-09,	15481.509999990463,	1.015516e-10,	-8.584766e-05
15482.420000076294,	2.535324e-10,	15482.150000095367,	2.229416e-10,	15482.230000019073,	1.943438e-12,	14093.619999885559,	0.05113034,	18.0,	15482.299999952316,	9.355898e-12,	15481.930000066757,	1.816273e-08,	15482.0,	1.307176e-09,	15482.079999923706,	1.011713e-10,	-9.595837e-05
15482.980000019073,	2.547742e-10,	15482.710000038147,	2.234884e-10,	15482.789999961853,	2.050929e-12,	14093.77999997139,	0.05108825,	18.0,	15482.859999895096,	9.373258e-12,	15482.490000009537,	1.812582e-08,	15482.55999994278,	1.310304e-09,	15482.640000104904,	1.011728e-10,	-0.000157462
15483.539999961853,	2.545399e-10,	15483.269999980927,	2.23114e-10,	15483.349999904633,	2.102187e-12,	14093.930000066757,	0.05114556,	18.0,	15483.420000076294,	9.426461e-12,	15483.049999952316,	1.811227e-08,	15483.130000114441,	1.313024e-09,	15483.200000047684,	1.015071e-10,	-0.000101338
15484.099999904633,	2.555438e-10,	15483.83999991417,	2.226409e-10,	15483.91000008583,	1.973174e-12,	14094.109999895096,	0.05113795,	18.0,	15483.990000009537,	9.591624e-12,	15483.619999885559,	1.813621e-08,	15483.69000005722,	1.315295e-09,	15483.759999990463,	1.012824e-10,	-0.0001038943
15484.670000076294,	2.541713e-10,	15484.400000095367,	2.246268e-10,	15484.480000019073,	1.918331e-12,	14094.259999990463,	0.05110735,	18.0,	15484.549999952316,	9.226346e-12,	15484.180000066757,	1.817415e-08,	15484.25,	1.31612e-09,	15484.329999923706,	1.015356e-10,	-0.0001160653
15485.230000019073,	2.553101e-10,	15484.960000038147,	2.23111e-10,	15485.039999961853,	1.887782e-12,	14094.430000066757,	0.05119518,	18.0,	15485.109999895096,	9.614843e-12,	15484.740000009537,	1.820991e-08,	15484.819999933243,	1.315256e-09,	15484.890000104904,	1.016127e-10,	-9.599652e-05
15485.789999961853,	2.545574e-10,	15485.52999997139,	2.232429e-10,	15485.599999904633,	1.962705e-12,	14094.670000076294,	0.05119137,	18.0,	15485.670000076294,	9.572782e-12,	15485.299999952316,	1.812088e-08,	15485.380000114441,	1.314464e-09,	15485.450000047684,	1.011435e-10,	-0.0001151496
15486.349999904633,	2.538924e-10,	15486.08999991417,	2.231234e-10,	15486.16000008583,	1.991989e-12,	14094.890000104904,	0.05116085,	18.0,	15486.240000009537,	9.305581e-12,	15485.869999885559,	1.813254e-08,	15485.94000005722,	1.314168e-09,	15486.009999990463,	1.013542e-10,	-0.0001302966
15486.920000076294,	2.544314e-10,	15486.650000095367,	2.232635e-10,	15486.730000019073,	1.984453e-12,	14095.05999994278,	0.05116466,	18.0,	15486.799999952316,	9.407385e-12,	15486.430000066757,	1.815236e-08,	15486.5,	1.31256e-09,	15486.579999923706,	1.019402e-10,	-0.0001140813
15487.480000019073,	2.531624e-10,	15487.210000038147,	2.226676e-10,	15487.289999961853,	1.970839e-12,	14095.22000002861,	0.05114944,	18.0,	15487.359999895096,	9.468218e-12,	15486.990000009537,	1.815599e-08,	15487.069999933243,	1.308634e-09,	15487.140000104904,	1.01309e-10,	-0.000104314
15488.039999961853,	2.536747e-10,	15487.77999997139,	2.239916e-10,	15487.849999904633,	1.932682e-12,	14095.369999885559,	0.05111504,	18.0,	15487.930000066757,	9.643239e-12,	15487.549999952316,	1.81058e-08,	15487.630000114441,	1.308536e-09,	15487.700000047684,	1.011496e-10,	-0.0001143103
15488.609999895096,	2.528624e-10,	15488.33999991417,	2.22761e-10,	15488.41000008583,	2.051896e-12,	14095.549999952316,	0.05116466,	18.0,	15488.490000009537,	9.423705e-12,	15488.119999885559,	1.816274e-08,	15488.19000005722,	1.313854e-09,	15488.269999980927,	1.013208e-10,	-9.336392e-05
15489.170000076294,	2.544774e-10,	15488.900000095367,	2.233013e-10,	15488.980000019073,	1.972549e-12,	14095.700000047684,	0.05112265,	18.0,	15489.049999952316,	9.559299e-12,	15488.680000066757,	1.801308e-08,	15488.75,	1.307061e-09,	15488.829999923706,	1.008027e-10,	-8.683965e-05
15489.730000019073,	2.55061e-10,	15489.47000002861,	2.220508e-10,	15489.539999961853,	2.000698e-12,	14095.859999895096,	0.05119517,	18.0,	15489.609999895096,	9.344699e-12,	15489.240000009537,	1.814554e-08,	15489.319999933243,	1.314211e-09,	15489.390000104904,	1.017063e-10,	-0.0001355618
15490.289999961853,	2.536962e-10,	15490.02999997139,	2.229265e-10,	15490.099999904633,	2.049426e-12,	14096.079999923706,	0.05111116,	18.0,	15490.180000066757,	9.361468e-12,	15489.799999952316,	1.814556e-08,	15489.880000114441,	1.310019e-09,	15489.950000047684,	1.010657e-10,	-9.153254e-05
15490.859999895096,	2.531771e-10,	15490.58999991417,	2.220441e-10,	15490.670000076294,	1.98353e-12,	14096.27999997139,	0.05111877,	18.0,	15490.740000009537,	9.541407e-12,	15490.369999885559,	1.810425e-08,	15490.44000005722,	1.306664e-09,	15490.519999980927,	1.010756e-10,	-7.424895e-05
15491.420000076294,	2.537236e-10,	15491.150000095367,	2.234841e-10,	15491.230000019073,	1.993197e-12,	14096.44000005722,	0.05117227,	18.0,	15491.299999952316,	9.754101e-12,	15490.930000066757,	1.812822e-08,	15491.0,	1.308986e-09,	15491.079999923706,	1.012256e-10,	-0.0001027879
15491.980000019073,	2.542692e-10,	15491.72000002861,	2.24167e-10,	15491.789999961853,	1.964405e-12,	14096.609999895096,	0.05116466,	18.0,	15491.869999885559,	9.686617e-12,	15491.490000009537,	1.811924e-08,	15491.569999933243,	1.313601e-09,	15491.640000104904,	1.012329e-10,	-7.985753e-05
15492.539999961853,	2.538059e-10,	15492.27999997139,	2.232126e-10,	15492.349999904633,	1.921283e-12,	14096.769999980927,	0.05114556,	18.0,	15492.430000066757,	9.399606e-12,	15492.05999994278,	1.817688e-08,	15492.130000114441,	1.3114e-09,	15492.210000038147,	1.005419e-10,	-0.0001424295
